Year,CountyName,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY,State,CN_lb/ac,CN,MN,GN,FN,NS
2008,O Brien,5672.990857142858,489744.10742857144,1968.3885714285718,67284.40000000001,165000.0,156500.0,195.0,145000.0,145500.0,53.5,,,,61.0,185.7,89.4,
2009,O Brien,5363.6777142857145,495940.48685714277,3510.0971428571434,66857.6,167500.0,164000.0,198.0,146100.0,146500.0,53.0,,,,61.5,185.0,87.7,
2010,O Brien,4976.064,496605.888,5390.199999999999,65121.719999999994,166500.0,158000.0,190.7,148000.0,148500.0,52.9,,,,61.8,183.1,88.4,
2011,O Brien,4732.1702857142855,496754.8091428571,6997.142857142857,63193.48000000001,174000.0,165900.0,185.1,138600.0,139500.0,55.4,,,,62.4,183.2,89.5,
2012,O Brien,4669.0,497223.0,8229.0,61259.0,172500.0,166200.0,159.8,138100.0,138500.0,50.5,,,,63.1,163.3,77.7,
2013,O Brien,4786.553142857143,498010.4605714285,9085.771428571428,59318.28,176500.0,165500.0,195.3,131600.0,132000.0,57.3,,,,63.6,189.8,90.4,
2014,O Brien,5084.8297142857145,499117.1908571428,9567.457142857143,57371.32000000001,169000.0,162500.0,180.3,137300.0,138000.0,55.7,,,,63.9,182.2,91.1,
2015,O Brien,5563.829714285714,500543.1908571428,9674.057142857142,55418.119999999995,171500.0,153700.0,205.2,137200.0,138000.0,62.6,,,,63.2,207.4,107.0,
2016,O Brien,6223.553142857144,502288.4605714286,9405.571428571428,53458.68000000001,173000.0,166200.0,210.7,139500.0,140000.0,63.9,,,,62.2,210.3,110.5,
2017,O Brien,7064.0,504353.0,8762.0,51493.0,170000.0,164100.0,213.8,139700.0,140500.0,62.3,,,,62.3,208.8,107.8,
2018,O Brien,8085.170285714287,506736.8091428572,7743.342857142858,49521.08,167000.0,155700.0,201.6,143300.0,145000.0,59.9,,,,61.5,201.3,104.7,
2019,O Brien,9287.064,509439.8880000001,6349.6,47542.92,178000.0,146100.0,204.9,131100.0,132000.0,56.0,,,,61.3,194.0,87.0,
1997,Osceola,2332.0,215884.0,1418.0,14533.166666666666,110100.0,106000.0,128.7,111000.0,111900.0,43.1,IA,70.64672409860711,79.2,32.0,141.5,67.8,37.5
1998,Osceola,2669.7885714285717,200580.00914285716,1541.256,16150.51999999999,111500.0,109600.0,148.9,107700.0,108000.0,49.5,IA,69.18433032119484,77.6,31.6,161.2,83.2,31.2
1999,Osceola,2932.182857142857,196147.4137142857,1784.5839999999998,17754.279999999988,112000.0,110200.0,167.0,112900.0,113000.0,49.4,IA,65.10972836143092,73.0,31.4,168.7,84.7,20.4
2000,Osceola,3119.1828571428573,202586.2137142857,2147.984,19344.44666666667,115000.0,112000.0,154.1,110800.0,111000.0,46.2,IA,71.91491157130191,80.6,32.9,156.3,74.3,31.5
2001,Osceola,3230.7885714285712,219896.40914285713,2631.456,20921.020000000004,109000.0,106100.0,127.2,122000.0,123000.0,42.4,IA,51.81272463212933,58.1,34.9,141.4,69.3,20.9
2002,Osceola,3267.0,248078.0,3235.0,22484.0,114000.0,109000.0,148.6,109300.0,110000.0,51.4,IA,60.88379876655445,68.3,40.4,165.7,88.1,31.1
2003,Osceola,3227.817142857143,287130.98628571426,3958.616,24033.386666666673,113500.0,108500.0,155.8,112500.0,113000.0,34.2,IA,67.1413524025365,75.3,45.3,131.6,43.1,32.1
2004,Osceola,3113.24,337055.36799999996,4802.304,25569.18,119000.0,115000.0,187.3,107700.0,108000.0,49.3,IA,68.12476302029793,76.4,51.8,174.3,80.0,33.9
2005,Osceola,2945.6628571428573,393847.3097142857,5709.272000000001,27091.380000000005,116000.0,113000.0,185.8,109000.0,109500.0,53.2,IA,78.39583259716369,87.9,59.5,182.5,91.8,56.7
2006,Osceola,2859.451428571429,433483.7988571429,6338.768000000002,28599.98666666667,118000.0,116100.0,165.4,107300.0,107500.0,51.5,IA,65.61094963341428,73.5,64.8,170.1,85.8,54.0
2007,Osceola,2877.0,451961.0,6634.0,30095.0,134000.0,130500.0,171.4,96400.0,96500.0,54.7,IA,92.90670100429602,104.1,66.2,173.0,82.6,79.9
2008,Osceola,2998.3085714285717,449278.9131428572,6594.968000000002,31576.420000000006,124500.0,122000.0,175.0,105600.0,106000.0,48.0,IA,83.48661047952217,93.6,66.5,165.3,74.0,68.8
2009,Osceola,3223.377142857143,425437.5382857143,6221.6720000000005,33044.246666666666,119500.0,117000.0,193.6,103100.0,103500.0,50.5,IA,84.13777963738693,94.3,66.5,178.0,81.0,63.8
2010,Osceola,3531.1200000000003,384756.08799999993,5578.624000000001,34468.31333333333,118500.0,113000.0,192.7,103500.0,104500.0,52.7,IA,67.90509953415184,76.1,62.3,182.9,87.4,42.9
2011,Osceola,3795.0228571428574,353149.8377142857,5052.896000000001,35667.62,124500.0,114900.0,184.4,96100.0,96600.0,51.6,IA,83.93386954591985,94.1,59.5,175.5,78.9,57.0
2012,Osceola,3994.0,334938.0,4709.0,36612.0,125000.0,119400.0,169.6,95400.0,95700.0,50.4,IA,84.45276166681657,94.7,57.8,166.2,75.4,61.7
2013,Osceola,4128.051428571429,330120.57485714287,4546.936,37301.45333333334,133500.0,121800.0,182.0,97600.0,98000.0,49.0,IA,80.51192959567956,90.3,54.8,168.7,70.5,46.9
2014,Osceola,4197.177142857143,338697.5622857143,4566.704,37735.98,131500.0,123900.0,175.4,99000.0,99500.0,52.2,IA,69.70373254073293,78.1,56.1,172.0,79.1,41.3
2015,Osceola,4201.377142857143,360668.9622857143,4768.304,37915.579999999994,126500.0,122000.0,204.7,103000.0,103500.0,59.8,IA,75.24621287563392,84.4,58.9,200.0,101.2,44.5
2016,Osceola,4140.651428571428,396034.7748571429,5151.736000000001,37840.253333333334,125000.0,121800.0,203.7,101100.0,101500.0,56.1,IA,80.29922569007205,90.0,63.8,192.0,91.8,53.6
2017,Osceola,4015.0,444795.0,5717.0,37510.0,127000.0,123900.0,211.6,100700.0,101500.0,59.7,IA,81.83173280013234,91.7,68.7,201.7,99.6,58.3
2018,Osceola,3824.4228571428575,506949.6377142857,6464.0960000000005,36924.82,116000.0,112300.0,180.2,102900.0,104500.0,57.2,IA,73.71606237846508,82.6,78.4,187.4,99.9,73.5
2019,Osceola,3568.92,582498.688,7393.024000000001,36084.71333333333,121000.0,117300.0,182.5,90200.0,91000.0,50.5,IA,74.66141215541907,83.7,90.5,170.9,74.9,78.2
1997,Palo Alto,3118.0,198715.0,260.0,25614.333333333336,152500.0,149800.0,144.0,144400.0,145900.0,44.8,IA,68.85489413203025,77.2,25.3,148.9,70.3,23.9
1998,Palo Alto,3125.250285714286,233696.70742857142,291.0891428571428,22414.879999999997,164600.0,160700.0,136.1,145000.0,145600.0,46.7,IA,68.90154042535899,77.2,26.2,148.3,72.3,27.4
1999,Palo Alto,3125.075428571429,269167.5611428571,314.93371428571425,19712.92,155000.0,150000.0,157.6,146800.0,147000.0,44.8,IA,66.27196173765222,74.3,29.0,154.4,70.0,18.9
2000,Palo Alto,3117.475428571429,305127.5611428572,331.5337142857142,17508.453333333335,159000.0,153700.0,154.2,142800.0,143000.0,45.6,IA,70.24432816797373,78.7,31.3,153.7,70.1,26.4
2001,Palo Alto,3102.4502857142857,341576.7074285714,340.8891428571428,15801.480000000001,151000.0,145900.0,145.3,147000.0,148000.0,40.6,IA,55.806888891726125,62.6,34.1,141.3,59.9,15.3
2002,Palo Alto,3080.0,378515.0,343.0,14592.0,154000.0,149500.0,158.5,136200.0,138000.0,43.1,IA,59.87031432560512,67.1,37.6,149.9,63.6,18.4
2003,Palo Alto,3050.1245714285715,415942.4388571429,337.8662857142857,13880.013333333334,161000.0,155500.0,165.6,139400.0,140000.0,33.4,IA,67.27384641219159,75.4,39.3,132.6,38.2,20.3
2004,Palo Alto,3012.8240000000005,453859.02400000003,325.488,13665.519999999999,164500.0,160000.0,182.9,130500.0,131000.0,44.3,IA,68.87978281293597,77.2,43.0,160.3,62.5,22.4
2005,Palo Alto,2975.883428571429,490582.4491428571,306.8297142857143,13948.52,168000.0,163000.0,186.5,123500.0,124000.0,52.4,IA,76.9609949150864,86.3,46.7,175.8,78.5,35.7
2006,Palo Alto,2986.013714285715,516018.8765714287,287.67885714285717,14729.013333333332,167500.0,164700.0,163.0,122100.0,122500.0,50.7,IA,68.22374814870406,76.5,49.3,162.2,74.2,37.8
2007,Palo Alto,3051.0,528486.0,269.0,16007.0,188000.0,184500.0,170.8,102400.0,102500.0,50.8,IA,88.69767994783362,99.4,50.7,159.4,62.2,52.9
2008,Palo Alto,3170.842285714287,527983.8194285715,250.7931428571429,17782.48,177000.0,172000.0,176.0,114600.0,115000.0,48.5,IA,84.1940525405261,94.4,51.0,161.7,64.5,48.2
2009,Palo Alto,3345.5405714285716,514512.3348571429,233.05828571428574,20055.45333333333,183000.0,181000.0,188.1,119700.0,120000.0,50.0,IA,77.40357940051021,86.8,48.8,169.5,68.1,34.2
2010,Palo Alto,3557.1040000000003,490789.704,216.36800000000005,22670.466666666664,182000.0,179000.0,174.0,123500.0,124500.0,48.6,IA,78.33515805614238,87.8,47.2,161.7,66.7,40.0
2011,Palo Alto,3697.587428571429,473124.87314285716,204.15771428571432,24694.800000000003,185000.0,180500.0,174.6,114800.0,116000.0,50.4,IA,93.15174809280707,104.4,47.2,163.4,67.1,55.3
2012,Palo Alto,3749.0,464236.0,197.0,25973.0,185500.0,179700.0,170.6,117100.0,117500.0,49.1,IA,89.97662118989594,100.9,46.6,159.9,64.7,52.3
2013,Palo Alto,3711.3417142857143,464123.0845714286,194.89485714285718,26505.066666666666,175500.0,172500.0,168.8,105000.0,106000.0,40.1,IA,83.0590905948561,93.1,50.3,143.0,44.5,44.9
2014,Palo Alto,3584.6125714285713,472786.1268571429,197.84228571428574,26291.0,190500.0,187400.0,164.6,106100.0,108000.0,45.7,IA,80.38669397393052,90.1,48.0,148.9,53.8,43.0
2015,Palo Alto,3368.8125714285716,490225.1268571429,205.8422857142857,25330.799999999996,179000.0,173100.0,197.5,116500.0,117000.0,59.5,IA,80.8670537520428,90.7,49.5,190.5,88.2,37.9
2016,Palo Alto,3063.9417142857146,516440.0845714286,218.89485714285718,23624.466666666667,182000.0,179100.0,196.0,104600.0,105000.0,59.7,IA,86.32670056090063,96.8,52.6,186.4,82.1,45.1
2017,Palo Alto,2670.0,551431.0,237.0,21172.0,174000.0,169800.0,195.4,110900.0,111500.0,57.8,IA,88.00430959584762,98.7,54.9,185.8,83.6,51.4
2018,Palo Alto,2186.9874285714286,595197.8731428571,260.1577142857143,17973.4,166500.0,159400.0,157.9,114200.0,118000.0,48.8,IA,79.2975733231525,88.9,57.7,155.8,68.6,59.4
2019,Palo Alto,1614.9039999999995,647740.7039999999,288.36800000000005,14028.666666666668,163000.0,158300.0,198.3,107200.0,108000.0,55.6,IA,80.22186045743982,89.9,63.7,184.2,80.5,49.9
1997,Plymouth,18275.0,458590.0,2173.0,0.0,217600.0,210900.0,128.1,185800.0,187200.0,45.8,IA,63.51390077643199,71.2,34.7,142.8,69.0,32.1
1998,Plymouth,17831.68,469171.5097142858,2469.12,0.0,219300.0,213400.0,159.9,189800.0,190200.0,48.8,IA,64.96083071460463,72.8,34.9,161.6,76.8,22.9
1999,Plymouth,17423.32,485623.3645714286,2747.6800000000003,0.0,223000.0,218600.0,163.6,195900.0,196000.0,46.1,IA,60.511383389773435,67.8,35.1,157.7,70.5,15.7
2000,Plymouth,17049.92,507945.5645714287,3008.6800000000003,1841.4066666666743,218000.0,212600.0,119.9,199700.0,200000.0,38.4,IA,63.23089566949296,70.9,36.8,125.8,52.2,34.1
2001,Plymouth,16711.480000000003,536138.1097142857,3252.1200000000003,26000.860000000004,213000.0,207100.0,138.8,198900.0,200000.0,43.6,IA,53.1979045475999,59.6,44.0,144.4,66.5,25.7
2002,Plymouth,16408.0,570201.0,3478.0,46500.0,213000.0,205500.0,163.5,195500.0,196000.0,48.1,IA,56.16977643640074,63.0,50.9,163.0,77.4,28.3
2003,Plymouth,16139.480000000003,610134.2354285715,3686.3200000000006,63338.82666666667,224000.0,213000.0,158.7,201100.0,202000.0,37.8,IA,63.25653462867214,70.9,54.6,139.5,50.2,36.2
2004,Plymouth,15905.920000000002,655937.8160000001,3877.0800000000004,76517.34,222000.0,214000.0,185.6,191400.0,192000.0,48.6,IA,64.9587405217837,72.8,61.7,171.3,76.2,39.4
2005,Plymouth,15707.32,705081.6365714285,4050.2799999999997,86035.54000000001,225000.0,217500.0,171.8,189200.0,190000.0,50.4,IA,69.69099175440122,78.1,66.4,169.0,79.7,55.2
2006,Plymouth,15543.68,742385.0662857144,4205.92,91893.42666666667,223500.0,218200.0,137.1,191000.0,191500.0,50.9,IA,64.02914921551535,71.8,69.9,156.4,81.5,66.8
2007,Plymouth,15415.0,765318.0,4344.0,94091.0,239000.0,232400.0,150.8,175700.0,176000.0,49.4,IA,82.76644072140733,92.8,71.7,155.1,71.5,80.9
2008,Plymouth,15321.28,773880.4377142858,4464.52,92628.26000000001,223500.0,217000.0,191.0,193600.0,194000.0,51.5,IA,78.57447211709741,88.1,71.5,179.3,83.6,63.9
2009,Plymouth,15262.520000000004,768072.3794285713,4567.480000000001,87505.20666666667,235500.0,231500.0,201.1,187100.0,187500.0,55.5,IA,73.18982251049721,82.0,69.2,189.1,89.3,51.4
2010,Plymouth,15238.719999999998,751094.136,4652.879999999999,79502.15333333334,228000.0,224000.0,184.7,194500.0,196000.0,55.7,IA,62.31980285905812,69.9,66.4,184.6,93.7,45.4
2011,Plymouth,15249.880000000001,742147.5725714286,4720.720000000001,73300.98000000001,241000.0,236500.0,164.5,181500.0,183000.0,50.7,IA,75.50555386771894,84.6,64.7,163.7,75.8,61.4
2012,Plymouth,15296.0,744433.0,4771.0,69682.0,237500.0,222000.0,110.1,190900.0,191500.0,36.8,IA,75.07904387500189,84.2,63.3,117.1,44.8,75.2
2013,Plymouth,15377.080000000002,757950.4182857142,4803.719999999999,68645.21333333335,244500.0,236500.0,188.9,183200.0,184000.0,54.2,IA,68.59008946973984,76.9,64.0,180.7,83.5,43.7
2014,Plymouth,15493.119999999995,782699.8274285714,4818.879999999999,70190.62000000001,232000.0,216500.0,187.3,193500.0,195500.0,56.7,IA,58.878622329398375,66.0,65.9,188.4,95.1,38.6
2015,Plymouth,15644.120000000003,818681.2274285713,4816.48,74318.22,236500.0,200500.0,203.6,193600.0,194500.0,60.1,IA,63.78726551304125,71.5,68.3,203.8,102.2,38.2
2016,Plymouth,15830.080000000002,865894.6182857143,4796.52,81028.01333333335,230500.0,202000.0,209.2,195200.0,196000.0,66.1,IA,68.04521140333725,76.3,73.1,218.6,119.0,49.8
2017,Plymouth,16051.0,924340.0,4759.0,90320.0,234000.0,211000.0,193.0,195400.0,196500.0,59.6,IA,69.31791968215002,77.7,77.7,197.6,102.1,59.9
2018,Plymouth,16306.87999999999,994017.3725714287,4703.919999999996,102194.18,226500.0,214500.0,213.8,197500.0,201500.0,61.3,IA,62.43185381040181,70.0,84.6,208.9,109.7,55.4
2019,Plymouth,16597.719999999994,1074926.736,4631.2800000000025,116650.55333333333,236500.0,231000.0,217.8,197500.0,201500.0,61.3,IA,63.30912445342704,71.0,90.1,208.6,107.2,59.7
1997,Pocahontas,1801.0,117654.0,443.0,29423.333333333336,169100.0,167800.0,148.2,169500.0,170800.0,47.0,IA,67.65595323562621,75.8,17.0,156.3,78.2,14.7
1998,Pocahontas,1859.4514285714286,124490.89371428573,592.4742857142858,25382.399999999998,168900.0,167500.0,136.3,162900.0,163500.0,46.7,IA,68.45955976486206,76.7,16.9,150.3,75.7,19.0
1999,Pocahontas,1913.3771428571426,132460.5405714286,730.4114285714286,21788.999999999996,170000.0,168700.0,157.7,167800.0,168000.0,42.3,IA,66.65584381103515,74.7,16.3,149.3,64.7,6.4
2000,Pocahontas,1962.777142857143,141562.9405714286,856.8114285714287,18643.133333333335,175000.0,173400.0,155.6,161700.0,162000.0,43.1,IA,69.08445865631103,77.4,16.3,149.2,64.7,9.2
2001,Pocahontas,2007.6514285714288,151798.09371428573,971.6742857142857,15944.8,169000.0,166900.0,135.3,167000.0,168000.0,42.5,IA,58.41093448638916,65.5,16.4,141.6,65.4,5.7
2002,Pocahontas,2048.0,163166.0,1075.0,13694.0,171000.0,169500.0,167.6,156500.0,157000.0,48.9,IA,59.68362100601196,66.9,17.2,165.6,79.4,-2.1
2003,Pocahontas,2083.822857142857,175666.65942857144,1166.7885714285717,11890.733333333334,171000.0,169500.0,168.1,158900.0,160000.0,34.0,IA,68.64573133468627,77.0,17.6,135.1,41.2,0.7
2004,Pocahontas,2115.12,189300.072,1247.04,10534.999999999998,175500.0,174000.0,195.5,154400.0,155000.0,45.9,IA,70.71387222290039,79.3,18.3,169.6,70.2,-1.8
2005,Pocahontas,2138.7771428571427,203471.08457142857,1317.2114285714285,9626.800000000001,178000.0,176000.0,183.3,149800.0,150500.0,49.6,IA,77.7045598602295,87.1,19.3,171.5,77.7,12.6
2006,Pocahontas,2136.108571428572,214608.7782857143,1386.0457142857147,9166.133333333333,175500.0,173500.0,166.5,151800.0,152500.0,52.1,IA,73.75128986358642,82.7,20.0,170.4,85.2,17.5
2007,Pocahontas,2104.0,222118.0,1455.0,9153.0,190000.0,187500.0,167.1,137300.0,137500.0,51.1,IA,92.04883834838867,103.2,20.6,164.4,74.6,34.0
2008,Pocahontas,2042.4514285714292,225998.74971428572,1524.074285714286,9587.400000000001,179000.0,176000.0,178.0,149600.0,150000.0,51.0,IA,86.61213108062744,97.1,21.0,172.1,80.8,26.8
2009,Pocahontas,1951.4628571428573,226251.02742857143,1593.2685714285715,10469.333333333332,182500.0,181500.0,190.1,146100.0,146500.0,50.5,IA,80.50275722503662,90.2,21.2,174.9,77.7,14.2
2010,Pocahontas,1838.2000000000003,224213.392,1662.6000000000001,11702.226666666666,178500.0,175000.0,172.6,147000.0,148500.0,46.9,IA,73.81300540924072,82.7,21.5,161.6,70.4,13.0
2011,Pocahontas,1745.6571428571428,227917.19657142856,1732.1714285714286,12706.640000000001,187000.0,183700.0,181.2,140200.0,141000.0,50.3,IA,92.01270183563233,103.1,22.0,169.8,74.6,29.9
2012,Pocahontas,1681.0,238701.0,1802.0,13386.0,190000.0,187700.0,165.3,140000.0,140500.0,45.9,IA,90.13192657470704,101.0,22.8,154.5,63.6,32.9
2013,Pocahontas,1644.2285714285713,256564.80228571428,1872.0857142857142,13740.306666666667,180000.0,178000.0,163.8,132800.0,133500.0,41.1,IA,82.39524433135986,92.4,25.6,145.1,52.7,25.6
2014,Pocahontas,1635.3428571428572,281508.6034285714,1942.4285714285716,13769.560000000001,184500.0,182900.0,174.8,140200.0,141000.0,47.8,IA,75.33775051116943,84.5,26.5,162.6,69.3,17.7
2015,Pocahontas,1654.342857142857,313532.4034285714,2013.028571428571,13473.759999999998,186000.0,181100.0,205.5,137900.0,138500.0,58.0,IA,79.77918245315551,89.4,29.0,194.3,91.8,15.9
2016,Pocahontas,1701.2285714285713,352636.20228571433,2083.8857142857146,12852.90666666667,185000.0,182500.0,206.8,135500.0,136000.0,60.6,IA,85.27163541793823,95.6,32.2,199.0,97.1,25.9
2017,Pocahontas,1776.0,398820.0,2155.0,11907.0,183500.0,180800.0,190.9,142200.0,143000.0,58.2,IA,86.9402938079834,97.5,34.9,189.4,94.7,37.7
2018,Pocahontas,1878.6571428571433,452083.7965714286,2226.3714285714286,10636.04,179500.0,175600.0,179.2,145000.0,147000.0,49.7,IA,78.133328666687,87.6,38.6,169.4,76.6,33.4
2019,Pocahontas,2009.2,512427.59199999995,2298.0,9040.026666666668,,,,,,,IA,79.0709546661377,88.6,,,,
1997,Sioux,10677.0,758686.0,14238.0,58043.833333333416,243900.0,226900.0,140.3,185200.0,186600.0,49.0,IA,66.86105066537857,75.0,64.1,152.0,72.1,59.2
1998,Sioux,9869.19542857143,767726.3337142857,15833.270857142857,87429.44000000003,247100.0,238300.0,162.3,182000.0,182300.0,51.7,IA,65.85813358426094,73.8,71.2,164.5,76.9,57.4
1999,Sioux,9384.793142857143,783286.5005714283,17222.306285714283,115480.75999999998,234000.0,225500.0,172.4,187500.0,188000.0,52.9,IA,64.24905361235142,72.0,79.7,173.1,83.5,62.1
2000,Sioux,9223.793142857143,805366.5005714284,18405.106285714282,142197.79333333333,237000.0,228000.0,150.0,185700.0,186000.0,48.9,IA,67.34944635629654,75.5,86.7,155.7,72.9,79.4
2001,Sioux,9386.195428571427,833966.3337142856,19381.670857142853,167580.54,230000.0,220500.0,160.2,193000.0,194000.0,50.5,IA,54.00816410779953,60.5,93.9,164.7,79.9,69.6
2002,Sioux,9872.0,869086.0,20152.0,191629.0,236000.0,215500.0,165.7,184400.0,185000.0,52.6,IA,59.32863128185272,66.5,102.1,170.5,81.7,79.8
2003,Sioux,10681.206857142857,910725.4994285714,20716.093714285715,214343.17333333337,240000.0,214500.0,169.7,180300.0,181000.0,42.0,IA,66.79396033287048,74.9,109.7,150.8,55.3,89.1
2004,Sioux,11813.815999999999,958884.8319999999,21073.951999999997,235723.05999999997,247000.0,230000.0,187.6,173500.0,175000.0,53.6,IA,68.52704222500324,76.8,117.2,178.4,79.3,94.9
2005,Sioux,13173.905142857142,1011635.4445714286,21257.410285714286,255768.66,251000.0,236000.0,185.3,170300.0,171000.0,57.9,IA,75.33658763766289,84.5,124.9,184.2,86.9,112.1
2006,Sioux,14185.940571428575,1057406.0182857146,21457.48114285715,274479.9733333333,252000.0,234500.0,162.9,165500.0,166000.0,56.3,IA,69.35771092772484,77.7,133.1,171.0,81.8,121.6
2007,Sioux,14754.0,1094268.0,21706.0,291857.0,265000.0,240300.0,156.9,150300.0,150500.0,54.1,IA,90.0464980006218,100.9,140.0,161.1,70.3,150.1
2008,Sioux,14878.08342857143,1122221.389714286,22002.96685714286,307899.74,252000.0,231000.0,195.0,163500.0,164000.0,54.5,IA,84.28172743320465,94.5,145.0,181.8,77.3,135.0
2009,Sioux,14558.190857142858,1141266.1874285715,22348.381714285715,322608.1933333333,253000.0,226000.0,201.7,160600.0,161000.0,54.5,IA,76.19060078263283,85.4,150.0,184.8,76.3,126.9
2010,Sioux,13880.735999999999,1152674.472,22783.751999999997,335867.5266666667,248000.0,229000.0,196.5,162000.0,163000.0,57.0,IA,82.43310767412186,92.4,154.5,186.9,83.2,143.2
2011,Sioux,13364.201142857142,1164078.7165714286,23558.122285714282,346988.74,260000.0,252500.0,177.6,148700.0,149500.0,55.7,IA,97.81167840957642,109.6,158.3,171.6,74.0,170.3
2012,Sioux,13095.0,1176751.0,24713.0,355857.0,259500.0,225500.0,143.2,151800.0,152500.0,48.2,IA,101.59354281425476,113.9,160.4,146.9,60.0,187.4
2013,Sioux,13073.13257142857,1190691.322285714,26248.385142857143,362472.30666666664,265000.0,228000.0,194.1,146000.0,146500.0,61.2,IA,91.31916472315788,102.4,163.5,190.5,82.7,158.1
2014,Sioux,13298.598857142857,1205899.6834285716,28164.277714285716,366834.66000000003,256000.0,215500.0,187.4,153100.0,154000.0,60.4,IA,82.4960926771164,92.5,166.9,189.1,85.7,156.0
2015,Sioux,13771.398857142853,1222376.0834285715,30460.677714285714,368944.05999999994,258500.0,238000.0,201.9,152400.0,153000.0,64.1,IA,87.14449435472488,97.7,168.9,198.9,92.2,159.9
2016,Sioux,14491.532571428572,1240120.5222857143,33137.58514285714,368800.50666666665,254000.0,207000.0,212.2,151900.0,152500.0,65.8,IA,93.2419556081295,104.5,173.5,210.5,96.5,164.0
2017,Sioux,15459.0,1259133.0,36195.0,366404.0,257000.0,209000.0,220.7,154600.0,155500.0,65.2,IA,95.15390887856483,106.7,173.2,213.3,95.8,162.4
2018,Sioux,16673.801142857148,1279413.5165714286,39632.92228571429,361754.54000000004,249000.0,210000.0,211.9,157600.0,160000.0,65.8,IA,85.52350896596909,95.9,176.9,211.1,100.6,162.3
2019,Sioux,18135.936,1300962.072,43451.352,354852.1266666667,265000.0,200000.0,192.2,136700.0,138000.0,60.8,IA,86.59614115953445,97.1,181.6,190.8,78.8,166.7
1997,Butler,5384.0,177576.0,1827.0,1418.5000000000023,145600.0,143100.0,137.7,126400.0,127200.0,45.2,IA,64.9396941408198,72.8,20.2,145.4,68.0,15.6
1998,Butler,5108.8925714285715,172854.85600000003,1596.562285714286,4244.6799999999985,152500.0,150800.0,151.9,123400.0,123800.0,51.7,IA,61.56169473363998,69.0,20.1,162.0,81.1,8.2
1999,Butler,4923.238857142856,173562.584,1441.2434285714287,6793.319999999997,142000.0,138700.0,145.9,130300.0,132000.0,45.0,IA,61.786433361946266,69.3,21.0,149.5,69.8,10.6
2000,Butler,4827.0388571428575,179699.18400000004,1361.0434285714286,9064.420000000002,148000.0,146500.0,140.9,128900.0,129000.0,46.5,IA,62.720321797310035,70.3,21.9,149.2,71.2,14.2
2001,Butler,4820.29257142857,191264.656,1355.9622857142858,11057.980000000003,139000.0,137200.0,157.9,133900.0,135000.0,44.6,IA,53.21292618487744,59.7,23.8,154.0,70.3,-0.2
2002,Butler,4903.0,208259.0,1426.0,12774.0,143000.0,140500.0,175.1,124300.0,125000.0,49.4,IA,53.05740003382906,59.5,26.5,168.6,78.6,-4.0
