Year,County,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY
2002,Mills,4280.0,6013.0,44.0,5937.0,103000.0,101500.0,110.3,92200.0,93000.0,38.5
2003,Mills,4032.3599999999997,4605.880000000001,44.0,5784.72,97500.0,96500.0,131.6,99600.0,100000.0,29.2
2004,Mills,3815.573333333333,3517.92,44.0,5598.779999999999,100000.0,99000.0,184.8,94700.0,95000.0,49.6
2005,Mills,3629.64,2720.8,44.0,5379.179999999999,100000.0,99000.0,163.7,95000.0,95500.0,49.9
2006,Mills,3474.56,2044.6,44.0,5125.919999999999,98500.0,98000.0,159.5,95700.0,96000.0,50.7
2007,Mills,3350.333333333333,1461.0,44.0,4839.0,102000.0,101000.0,147.4,90800.0,91000.0,51.4
2008,Mills,3256.959999999999,969.9999999999998,44.0,4518.42,92500.0,91500.0,156.0,97100.0,98300.0,41.5
2009,Mills,3194.44,571.5999999999999,44.0,4164.18,100000.0,99800.0,191.2,94500.0,95000.0,54.5
2010,Mills,3162.7733333333335,265.80000000000007,44.0,3781.9399999999996,99000.0,97000.0,160.2,92000.0,93200.0,51.0
2011,Mills,3161.96,52.60000000000011,44.0,3405.6600000000003,102500.0,96700.0,155.0,86000.0,90200.0,45.4
2012,Mills,3192.0,0.0,3.0,3041.0,102500.0,101100.0,128.8,93200.0,93500.0,38.0
2013,Mills,3252.8933333333334,0.0,44.0,2687.96,101000.0,98900.0,171.0,93200.0,93600.0,50.1
2014,Mills,3344.64,0.0,44.0,2346.5400000000004,98500.0,97000.0,184.9,94200.0,95200.0,54.5
2015,Mills,3467.24,125.80000000000007,44.0,2016.74,99250.0,97700.0,186.65,92300.0,92950.0,55.4
2016,Mills,3620.6933333333336,375.59999999999997,44.0,1698.5600000000004,100000.0,98400.0,188.4,90400.0,90700.0,56.3
2017,Mills,3804.9999999999995,718.0,44.0,1392.0,91500.0,91200.0,190.1,98400.0,99000.0,55.7
2018,Mills,4020.1599999999985,1153.0,44.0,1097.06,87900.0,87250.0,196.5,98400.0,99000.0,55.7
2019,Mills,4266.173333333332,1680.6,44.0,813.7399999999998,84300.0,83300.0,202.9,98400.0,99000.0,55.7
1997,Montgomery,10046.0,38490.0,247.0,588.666666666672,83900.0,82800.0,134.5,83600.0,84400.0,44.8
1998,Montgomery,9780.279999999999,33631.701052631586,254.07999999999998,5022.959999999999,88800.0,86900.0,140.6,83900.0,84200.0,43.9
1999,Montgomery,9530.12,29153.55157894736,259.12,8931.439999999999,87000.0,85500.0,127.3,87600.0,88000.0,40.2
2000,Montgomery,9295.520000000002,25055.55157894737,262.12000000000006,12314.106666666667,89000.0,87200.0,141.6,87900.0,88000.0,42.2
2001,Montgomery,9076.480000000001,21337.701052631575,263.08000000000004,15170.960000000001,86000.0,84300.0,132.9,88800.0,90000.0,44.2
2002,Montgomery,8873.0,18000.0,262.0,17502.0,92500.0,90000.0,141.1,86800.0,87000.0,45.6
2003,Montgomery,8685.080000000002,15042.448421052633,258.88000000000005,19307.22666666667,90000.0,88000.0,129.5,93600.0,94000.0,30.3
2004,Montgomery,8512.720000000001,12465.046315789474,253.72000000000003,20586.64,93000.0,92000.0,183.3,88500.0,89000.0,51.5
2005,Montgomery,8355.92,10300.164210526318,246.52,21340.239999999998,94000.0,92500.0,158.1,90000.0,90500.0,48.3
2006,Montgomery,8214.679999999998,8742.025263157895,237.27999999999997,21568.02666666667,92000.0,90900.0,163.9,88700.0,89000.0,50.6
2007,Montgomery,8089.0,7823.0,226.0,21270.0,96000.0,94500.0,145.1,85400.0,85500.0,51.9
2008,Montgomery,7978.880000000002,7543.08842105263,212.68000000000004,20446.160000000003,91000.0,89000.0,160.0,89300.0,90000.0,38.0
2009,Montgomery,7884.320000000003,7902.290526315788,197.3200000000001,19096.506666666668,95000.0,94100.0,191.2,86100.0,86500.0,56.0
2010,Montgomery,7805.32,8900.606315789475,179.92000000000002,17340.213333333333,92000.0,90000.0,157.0,86800.0,87500.0,49.7
2011,Montgomery,7741.880000000003,10538.035789473683,160.47999999999996,15892.320000000003,96500.0,94000.0,153.2,84100.0,85800.0,45.9
2012,Montgomery,7694.0,12814.57894736842,139.0,14872.0,97000.0,95100.0,132.0,85500.0,86500.0,42.6
2013,Montgomery,7661.68,15730.235789473685,115.48000000000008,14279.253333333336,96500.0,93600.0,154.0,87200.0,87600.0,45.9
2014,Montgomery,7644.920000000002,19285.006315789473,89.91999999999985,14114.080000000002,93700.0,92200.0,163.1,90800.0,91400.0,50.0
2015,Montgomery,7643.7199999999975,23478.890526315787,62.319999999999936,14376.48,94900.0,93000.0,185.2,89200.0,89600.0,51.0
2016,Montgomery,7658.0799999999945,28311.888421052634,32.67999999999995,15066.453333333335,98000.0,96700.0,185.5,88800.0,89100.0,57.8
2017,Montgomery,7688.0,33784.0,1.0,16184.0,94500.0,93400.0,199.1,93000.0,93500.0,56.2
2018,Montgomery,7733.479999999996,39895.2252631579,0.0,17729.12,93300.0,91700.0,191.5,87900.0,88700.0,51.8
2019,Montgomery,7794.520000000004,46645.56421052631,0.0,19701.81333333333,93200.0,92300.0,204.8,87300.0,87800.0,58.3
1997,Page,15961.0,60589.0,77.0,42993.33333333334,94400.0,93000.0,133.5,101100.0,102400.0,45.3
1998,Page,15720.906666666668,59786.940571428575,100.21333333333332,37557.4,102200.0,100300.0,126.5,97600.0,98000.0,39.2
1999,Page,15485.359999999999,57983.710857142854,120.61999999999999,32682.999999999996,96000.0,94100.0,123.2,101800.0,102000.0,41.3
2000,Page,15254.36,55179.31085714286,138.22000000000003,28370.13333333333,101000.0,99100.0,136.3,98800.0,99000.0,43.1
2001,Page,15027.906666666668,51373.74057142856,153.01333333333332,24618.800000000003,96000.0,94300.0,133.3,101600.0,103000.0,45.6
2002,Page,14806.0,46567.0,165.0,21429.0,106000.0,103000.0,100.0,99000.0,100000.0,36.8
2003,Page,14588.640000000001,40759.08914285714,174.18000000000004,18800.733333333334,99000.0,97000.0,126.3,104600.0,105000.0,30.1
2004,Page,14375.826666666668,33950.008,180.55333333333334,16733.999999999996,105000.0,103500.0,179.9,101500.0,102000.0,50.3
2005,Page,14167.560000000003,26504.846857142857,184.12000000000003,15228.8,105000.0,103500.0,164.7,103900.0,104500.0,50.8
2006,Page,13963.84,20614.14742857143,184.88,14285.133333333333,105000.0,104300.0,152.5,103200.0,103500.0,47.6
2007,Page,13764.666666666668,16643.0,182.83333333333334,13903.0,108500.0,107000.0,139.5,100700.0,101000.0,52.2
2008,Page,13570.04,14591.404571428571,177.98,14082.400000000001,102000.0,99000.0,133.0,106600.0,107500.0,37.5
2009,Page,13379.960000000003,14459.361142857142,170.32000000000002,14823.333333333332,111000.0,110800.0,176.8,104400.0,105000.0,53.0
2010,Page,13194.426666666666,15975.727999999997,159.85333333333335,16027.22666666667,110000.0,109000.0,150.1,107200.0,108000.0,47.8
2011,Page,13013.440000000002,17513.654857142858,146.58,17102.640000000003,114500.0,107000.0,136.2,101200.0,109500.0,37.8
2012,Page,12837.0,18802.0,130.5,17951.0,113000.0,111200.0,116.2,112600.0,113000.0,45.8
2013,Page,12665.106666666667,19840.763428571427,111.61333333333334,18572.30666666667,116000.0,113700.0,154.5,110500.0,111000.0,44.4
2014,Page,12497.76,20629.94514285714,89.92000000000002,18966.560000000005,113000.0,111600.0,182.4,114800.0,115500.0,54.7
2015,Page,12334.96,21169.54514285714,65.42,19133.760000000002,110500.0,108200.0,165.8,108000.0,108500.0,49.8
2016,Page,12176.706666666667,21459.56342857143,38.11333333333334,19073.90666666667,118000.0,116800.0,185.8,108200.0,108500.0,57.5
2017,Page,12023.0,21500.0,8.0,18787.0,110000.0,108400.0,193.1,114200.0,115000.0,55.4
2018,Page,11873.84,21290.854857142862,0.0,18273.04,115500.0,113800.0,188.1,107700.0,108500.0,50.5
2019,Page,11729.226666666667,20832.127999999997,0.0,17532.026666666665,113500.0,112200.0,191.4,109700.0,110500.0,55.9
1997,Pottawattamie,16237.0,85953.0,315.0,0.0,226300.0,223000.0,132.2,206200.0,207800.0,44.7
1998,Pottawattamie,16237.0,76362.512,315.0,0.0,240100.0,234300.0,139.5,201500.0,202000.0,44.1
1999,Pottawattamie,16237.0,68534.568,315.0,13000.63999999996,222000.0,217000.0,139.8,205900.0,207000.0,43.6
2000,Pottawattamie,16237.0,62469.168,315.0,26991.973333333335,225000.0,220400.0,139.1,206700.0,207000.0,43.3
2001,Pottawattamie,16237.0,58166.31199999999,315.0,38894.759999999995,220000.0,215100.0,138.0,230700.0,232000.0,45.8
2002,Pottawattamie,16237.0,55626.0,315.0,48709.0,225500.0,221500.0,140.0,207700.0,209000.0,44.8
2003,Pottawattamie,16237.0,54848.231999999996,315.0,56434.69333333333,220000.0,216500.0,127.0,213200.0,214000.0,29.7
2004,Pottawattamie,16237.0,55833.008,315.0,62071.840000000004,226500.0,223000.0,189.7,205200.0,206000.0,51.4
2005,Pottawattamie,16237.0,58395.664,315.0,65620.44000000002,225000.0,221500.0,171.1,203900.0,205000.0,54.6
2006,Pottawattamie,16237.0,61428.21600000001,315.0,67080.49333333333,221000.0,216000.0,171.6,205700.0,206500.0,53.2
2007,Pottawattamie,16237.0,64746.0,315.0,66452.0,241000.0,236500.0,162.4,189100.0,190200.0,52.2
2008,Pottawattamie,16237.0,68349.016,315.0,63734.96000000001,227500.0,224000.0,178.0,203000.0,204500.0,41.5
2009,Pottawattamie,16237.0,72237.26400000001,315.0,58929.37333333334,242000.0,240000.0,192.4,193500.0,194500.0,53.0
2010,Pottawattamie,16237.0,76289.208,315.0,52541.42666666667,232000.0,228500.0,164.8,208500.0,210500.0,52.3
2011,Pottawattamie,16237.0,79775.632,315.0,47608.240000000005,248500.0,233000.0,170.9,177500.0,190000.0,52.6
2012,Pottawattamie,16237.0,82575.0,315.0,44636.0,254500.0,251000.0,131.9,188300.0,190000.0,34.6
2013,Pottawattamie,16237.0,84687.31199999999,315.0,43624.70666666667,253500.0,247000.0,179.4,184100.0,185000.0,52.1
2014,Pottawattamie,16237.0,86112.568,315.0,44574.36000000001,241000.0,233500.0,169.1,196400.0,197500.0,51.2
2015,Pottawattamie,16237.0,86850.76799999998,315.0,47484.96,244000.0,239500.0,204.0,193700.0,194500.0,58.5
2016,Pottawattamie,16237.0,86901.91200000001,315.0,52356.506666666675,254500.0,251000.0,210.4,181500.0,182000.0,60.6
2017,Pottawattamie,16237.0,86266.0,315.0,59189.0,239500.0,237000.0,195.8,194900.0,196000.0,57.0
2018,Pottawattamie,16237.0,84943.032,315.0,67982.44,238000.0,234500.0,201.9,189050.0,190250.0,57.75
2019,Pottawattamie,16237.0,82933.00800000002,315.0,78736.82666666666,236500.0,232000.0,208.0,183200.0,184500.0,58.5
1997,Taylor,17649.0,40145.0,220.0,16458.833333333332,58100.0,57200.0,117.4,73300.0,73900.0,40.1
1998,Taylor,17698.5,32224.914285714287,256.5,16635.519999999997,60400.0,59200.0,119.2,69300.0,71300.0,39.7
1999,Taylor,17698.5,27413.171428571426,256.5,16765.87999999999,65000.0,64100.0,115.6,74800.0,75000.0,35.2
2000,Taylor,17698.5,25709.771428571432,256.5,16849.913333333334,68000.0,67300.0,140.7,71800.0,72000.0,40.1
2001,Taylor,17698.5,27114.714285714286,256.5,16887.62,68000.0,67100.0,114.9,72400.0,73000.0,40.2
2002,Taylor,17748.0,31628.0,293.0,16879.0,72000.0,69500.0,126.6,69800.0,70000.0,41.1
2003,Taylor,17698.5,39249.62857142858,256.5,16824.053333333333,68000.0,66000.0,116.4,72700.0,73000.0,28.7
2004,Taylor,17698.5,49979.600000000006,256.5,16722.78,71500.0,70000.0,157.9,68800.0,69000.0,47.9
2005,Taylor,17698.5,63003.65142857143,256.5,16575.18,70000.0,69000.0,156.8,71200.0,71500.0,53.2
2006,Taylor,17698.5,73436.20571428572,256.5,16381.253333333336,70500.0,70200.0,142.4,70300.0,70500.0,43.3
2007,Taylor,17698.5,80463.0,256.5,16141.0,74500.0,73800.0,137.6,69800.0,70000.0,44.9
2008,Taylor,17698.5,84084.0342857143,256.5,15854.420000000002,71000.0,69000.0,135.0,78700.0,80500.0,34.0
2009,Taylor,17698.5,84299.30857142857,256.5,15521.513333333332,81500.0,81300.0,150.2,78600.0,79000.0,45.0
2010,Taylor,17698.5,81605.2,256.5,15170.126666666665,78500.0,77500.0,122.2,84800.0,85300.0,46.7
2011,Taylor,17698.5,78979.97142857144,256.5,14967.340000000002,89000.0,86700.0,140.5,80600.0,81700.0,38.6
2012,Taylor,17698.5,76920.0,256.5,14941.0,86000.0,84500.0,91.7,86200.0,86500.0,39.4
2013,Taylor,17698.5,75425.28571428571,256.5,15091.106666666668,91000.0,89000.0,136.2,90300.0,91200.0,37.2
2014,Taylor,17698.5,74495.82857142857,256.5,15417.660000000002,89800.0,88600.0,178.8,89900.0,90400.0,50.7
2015,Taylor,17698.5,74131.62857142856,256.5,15920.66,85900.0,84900.0,169.35000000000002,86700.0,87100.0,51.150000000000006
2016,Taylor,17698.5,74332.68571428572,256.5,16600.106666666667,82000.0,81200.0,159.9,83500.0,83800.0,51.6
2017,Taylor,17698.5,75099.0,256.5,17456.0,80500.0,79100.0,175.0,83400.0,84000.0,52.8
2018,Taylor,17698.5,76430.57142857142,256.5,18488.34,81400.0,79000.0,154.4,83400.0,84000.0,52.8
2019,Taylor,17698.5,78327.4,256.5,19697.12666666667,85700.0,84400.0,161.7,80200.0,80700.0,49.9
1997,Appanoose,24493.0,5207.0,400.0,23695.66666666667,28800.0,27900.0,125.8,32700.0,33000.0,42.1
1998,Appanoose,24311.97142857143,4293.277894736842,385.7485714285715,21967.280000000002,26200.0,24800.0,119.6,35800.0,36000.0,40.5
1999,Appanoose,23986.057142857142,3518.4168421052627,373.62285714285713,20353.92,30000.0,28100.0,113.6,36800.0,37000.0,35.2
2000,Appanoose,23515.25714285714,2882.4168421052636,363.62285714285713,18855.58666666667,30000.0,28500.0,147.7,39300.0,39500.0,41.5
2001,Appanoose,22899.571428571424,2385.277894736842,355.7485714285714,17472.280000000002,17000.0,15900.0,110.1,32700.0,33000.0,41.2
2002,Appanoose,22139.0,2027.0,350.0,16204.0,27000.0,25500.0,129.4,38900.0,39000.0,40.2
2003,Appanoose,21233.542857142857,1807.583157894737,346.37714285714287,15050.746666666668,32000.0,30000.0,125.7,35800.0,36000.0,31.2
2004,Appanoose,20183.2,1727.0273684210526,344.88,14012.519999999999,32000.0,31000.0,171.9,35300.0,35500.0,52.4
2005,Appanoose,19009.337142857144,1765.2715789473684,345.02285714285716,13089.32,31000.0,30000.0,150.0,37700.0,38000.0,44.2
2006,Appanoose,17840.148571428574,1801.9494736842103,343.89142857142866,12281.146666666667,27000.0,26400.0,157.7,39700.0,40000.0,42.3
2007,Appanoose,16697.0,1817.0,341.0,11588.0,37500.0,36200.0,152.0,32300.0,32500.0,45.6
2008,Appanoose,15579.891428571435,1810.4231578947367,336.3485714285715,11009.880000000001,25500.0,24500.0,118.0,43900.0,44500.0,31.0
2009,Appanoose,14488.822857142859,1782.218947368421,329.93714285714293,10546.786666666667,34500.0,33600.0,153.0,40600.0,41000.0,43.0
2010,Appanoose,13463.120000000003,1732.3873684210525,321.56000000000006,10210.813333333332,33000.0,31500.0,75.2,37700.0,38600.0,42.6
2011,Appanoose,12738.737142857146,1660.9284210526314,309.98285714285714,10074.52,35700.0,33100.0,120.1,44900.0,45500.0,43.1
2012,Appanoose,12355.0,1567.8421052631575,295.0,10150.0,36500.0,29800.0,44.5,49600.0,50100.0,24.6
2013,Appanoose,12311.908571428572,1453.1284210526312,276.6114285714286,10437.253333333334,33800.0,31100.0,109.1,45200.0,45400.0,29.5
2014,Appanoose,12609.462857142858,1316.7873684210526,254.8171428571429,10936.28,34100.0,32600.0,170.9,45200.0,45400.0,46.7
2015,Appanoose,13247.662857142856,1158.8189473684208,229.61714285714285,11647.079999999998,35000.0,33400.0,154.3,35100.0,35400.0,48.2
2016,Appanoose,14226.508571428572,979.2231578947369,201.01142857142858,12569.653333333334,31100.0,30600.0,186.3,45400.0,45600.0,55.9
2017,Appanoose,15546.0,778.0,169.0,13704.0,29800.0,28000.0,170.0,46000.0,46200.0,50.7
2018,Appanoose,17206.137142857144,555.1494736842108,133.58285714285716,15050.120000000003,30050.0,28650.0,168.4,46000.0,46200.0,50.7
2019,Appanoose,19206.920000000002,310.67157894736863,94.75999999999996,16608.013333333336,30300.0,29300.0,166.8,46000.0,46200.0,50.7
1997,Clarke,20951.0,67350.0,366.0,18303.166666666675,28100.0,26300.0,113.8,30000.0,30600.0,42.3
1998,Clarke,20051.4,62564.62,330.4,18404.559999999998,28700.0,26700.0,99.6,28100.0,28200.0,38.9
1999,Clarke,19191.199999999997,58634.17999999999,297.4,18386.039999999997,28000.0,26300.0,118.2,33800.0,34000.0,37.9
2000,Clarke,18370.399999999998,55558.68,267.0,18247.606666666667,30000.0,28500.0,127.8,33900.0,34000.0,38.5
2001,Clarke,17589.0,53338.119999999995,239.20000000000002,17989.260000000002,22000.0,20800.0,123.7,29500.0,30000.0,37.7
2002,Clarke,16846.999999999996,51972.5,213.99999999999997,17611.0,29000.0,27000.0,131.5,32900.0,33000.0,38.0
2003,Clarke,16144.399999999998,51461.82,191.39999999999998,17112.826666666668,29500.0,27500.0,114.2,32800.0,33000.0,26.1
2004,Clarke,15481.199999999999,51806.08,171.4,16494.739999999998,33000.0,31000.0,157.1,31700.0,32000.0,45.2
2005,Clarke,14857.399999999998,53005.280000000006,154.0,15756.740000000002,34000.0,32000.0,146.3,34300.0,34500.0,47.0
2006,Clarke,14272.999999999996,55059.42,139.2,14898.826666666666,33500.0,31800.0,147.0,33800.0,34000.0,43.0
2007,Clarke,13728.0,57968.5,127.0,13921.0,41000.0,39600.0,151.3,28000.0,28100.0,46.1
2008,Clarke,13222.399999999998,61732.520000000004,117.39999999999998,12823.26,33500.0,32000.0,109.0,38800.0,39300.0,26.5
2009,Clarke,12756.2,66351.48000000001,110.4,11605.606666666667,36500.0,33900.0,138.9,33200.0,33500.0,38.0
2010,Clarke,12357.720000000001,71825.38,105.44,10360.993333333332,35500.0,33500.0,84.5,37000.0,37500.0,41.4
2011,Clarke,12196.880000000001,78154.22,99.16000000000001,9647.14,41000.0,39400.0,107.7,39200.0,39700.0,41.1
2012,Clarke,12302.0,85338.0,91.0,9557.0,40700.0,36300.0,76.7,42600.0,42900.0,39.2
2013,Clarke,12673.08,93376.72,80.96,10090.573333333334,36900.0,33600.0,126.5,35700.0,35800.0,36.5
2014,Clarke,13310.120000000003,102270.38,69.04000000000002,11247.86,36600.0,32200.0,162.2,42600.0,42800.0,43.5
2015,Clarke,14213.119999999999,112018.97999999998,55.239999999999995,13028.859999999997,39000.0,37600.0,152.4,31300.0,31500.0,41.3
2016,Clarke,15382.080000000002,122622.51999999999,39.56,15433.573333333334,34800.0,33500.0,163.9,41000.0,41100.0,49.9
2017,Clarke,16817.0,134081.0,22.0,18462.0,33850.0,31650.0,162.85000000000002,39750.0,39950.0,48.9
2018,Clarke,18517.879999999997,146394.41999999998,2.5599999999999987,22114.14,32900.0,29800.0,161.8,38500.0,38800.0,47.9
2019,Clarke,20484.72,159562.78000000003,0.0,26389.993333333332,32700.0,29550.0,158.5,38000.0,38300.0,46.9
1997,Decatur,24062.0,39155.0,235.0,10331.000000000015,26900.0,25500.0,117.1,31600.0,32800.0,44.7
1998,Decatur,25157.746666666673,40242.525714285715,333.0133333333334,13702.80000000001,25300.0,22700.0,98.8,34500.0,34700.0,39.7
1999,Decatur,25784.619999999995,40505.188571428575,411.32,16701.399999999998,27000.0,24000.0,113.4,36800.0,37000.0,34.5
2000,Decatur,25942.620000000003,39942.98857142857,469.92000000000013,19326.800000000007,27000.0,24700.0,148.4,38800.0,39000.0,40.2
2001,Decatur,25631.74666666667,38555.92571428571,508.81333333333345,21579.000000000004,26000.0,24100.0,116.6,31300.0,32000.0,37.3
2002,Decatur,24852.0,36344.0,528.0,23458.0,28500.0,26500.0,132.1,35900.0,36000.0,40.6
2003,Decatur,23603.380000000005,33307.211428571434,527.48,24963.8,31000.0,28500.0,128.8,34800.0,35000.0,26.2
2004,Decatur,21885.886666666665,29445.56,507.25333333333333,26096.399999999998,33000.0,31000.0,175.5,33700.0,34000.0,49.8
2005,Decatur,19819.753333333334,25183.668571428574,469.9066666666667,26855.800000000003,35000.0,33000.0,163.9,33300.0,33500.0,52.0
2006,Decatur,18126.38,23069.274285714288,430.96000000000004,27241.999999999996,29000.0,28800.0,157.5,35300.0,35500.0,45.7
2007,Decatur,16926.0,23527.0,393.0,27255.0,36500.0,36000.0,155.5,29400.0,29500.0,48.5
2008,Decatur,16218.613333333335,26556.84571428572,356.0266666666667,26894.8,30000.0,28500.0,112.0,38300.0,39400.0,31.5
2009,Decatur,16004.220000000001,32158.811428571433,320.04,26161.399999999998,35000.0,33900.0,144.4,33600.0,34000.0,45.0
2010,Decatur,16282.82,39961.200000000004,285.03999999999996,25152.72,30000.0,28000.0,94.3,39300.0,39900.0,42.9
2011,Decatur,17054.413333333334,47733.82857142858,251.0266666666667,24456.28,37300.0,36000.0,126.1,42000.0,42300.0,43.7
2012,Decatur,18319.0,55105.0,218.0,24170.0,34800.0,31400.0,61.2,44900.0,45100.0,33.8
2013,Decatur,20076.58,62074.71428571429,185.96000000000004,24293.88,39000.0,36200.0,131.2,38100.0,38300.0,31.6
2014,Decatur,22327.153333333332,68642.97142857143,154.9066666666667,24827.920000000006,31700.0,29400.0,164.0,46600.0,47300.0,40.2
2015,Decatur,25070.719999999998,74809.77142857143,124.83999999999992,25772.119999999995,37000.0,35300.0,162.7,33500.0,33700.0,46.4
2016,Decatur,28307.28,80575.11428571428,95.76000000000005,27126.480000000003,37000.0,35400.0,181.1,41500.0,41600.0,57.2
2017,Decatur,32036.833333333336,85939.0,67.66666666666674,28891.0,35600.0,34150.0,176.8,42650.0,43050.0,52.6
2018,Decatur,36259.37999999999,90901.42857142858,40.55999999999983,31065.68,34200.0,32900.0,172.5,43800.0,44500.0,48.0
2019,Decatur,40974.92,95462.4,14.43999999999994,33650.520000000004,33050.0,31900.0,165.9,44200.0,44750.0,47.7
1997,Lucas,21525.0,18650.0,264.0,16530.500000000007,24900.0,24100.0,128.4,26800.0,27000.0,44.8
1998,Lucas,20866.72685714286,16199.001142857143,211.89600000000002,17014.440000000002,24600.0,23600.0,102.6,23100.0,23300.0,45.4
1999,Lucas,20316.290285714284,14144.301714285713,167.944,17412.55999999999,22000.0,20800.0,128.0,25600.0,26000.0,37.6
2000,Lucas,19873.69028571429,12485.901714285716,132.144,17724.860000000004,24000.0,22900.0,130.4,24900.0,25000.0,38.7
2001,Lucas,19538.926857142855,11223.801142857143,104.496,17951.34,17000.0,16100.0,118.4,20800.0,21000.0,35.0
2002,Lucas,19312.0,10358.0,85.0,18092.0,24000.0,22000.0,140.9,22900.0,23000.0,39.9
2003,Lucas,19192.909714285714,9888.498285714286,73.656,18146.84,25500.0,23000.0,119.1,24800.0,25000.0,28.9
2004,Lucas,19181.656000000003,9815.296,70.464,18115.86,26500.0,25000.0,154.8,25800.0,26000.0,47.9
2005,Lucas,19240.44228571429,10232.173714285715,73.83200000000001,17999.06,26000.0,25000.0,154.8,26300.0,26500.0,48.3
2006,Lucas,19142.489142857143,11701.81485714286,74.20800000000001,17796.44,24500.0,23900.0,137.8,27100.0,27500.0,41.9
2007,Lucas,18850.0,14318.0,70.0,17508.0,30000.0,29200.0,141.9,22300.0,22400.0,44.4
2008,Lucas,18362.974857142857,18080.729142857148,61.20800000000002,17133.74,25500.0,24500.0,114.0,32400.0,32900.0,28.5
2009,Lucas,17681.413714285714,22990.00228571429,47.831999999999994,16673.66,32000.0,30900.0,137.2,28200.0,28500.0,38.5
2010,Lucas,16861.976,28783.416000000005,30.944,16148.42,28500.0,26000.0,71.2,30000.0,30500.0,41.8
2011,Lucas,16244.618285714285,33886.54971428572,16.975999999999992,15681.980000000001,33300.0,31700.0,114.9,33400.0,33700.0,43.1
2012,Lucas,15886.0,38037.0,7.0,15295.0,31700.0,27100.0,85.3,38700.0,38900.0,36.0
2013,Lucas,15786.121142857142,41234.76685714286,1.0159999999999965,14987.480000000001,31000.0,29000.0,117.9,34000.0,34100.0,33.4
2014,Lucas,15944.981714285714,43479.85028571429,0.0,14759.420000000002,33000.0,31200.0,153.7,38200.0,38500.0,45.8
2015,Lucas,16362.581714285712,44772.25028571428,1.0239999999999991,14610.82,34000.0,33000.0,154.8,27000.0,27600.0,49.1
2016,Lucas,17038.921142857143,45111.96685714286,7.016000000000001,14541.68,31600.0,30000.0,174.6,39600.0,39700.0,54.4
2017,Lucas,17974.0,44499.0,17.0,14552.0,31783.333333333332,30494.44444444444,163.77777777777777,38861.11111111111,39050.0,50.24444444444444
2018,Lucas,19167.818285714286,42933.34971428572,30.976000000000003,14641.779999999999,31966.666666666664,30988.888888888883,152.95555555555552,38122.22222222222,38400.0,46.08888888888888
2019,Lucas,20620.375999999997,40415.016,48.944,14811.02,32100.0,31133.33333333333,154.83333333333331,37933.33333333333,38200.0,47.23333333333333
1997,Madison,22359.0,39894.0,12.0,26012.5,73200.0,70700.0,125.1,67400.0,68100.0,42.3
1998,Madison,22003.586285714286,36586.49028571429,2.5360000000000023,24533.96,77800.0,75000.0,145.4,63100.0,63400.0,46.8
1999,Madison,21682.579428571426,34001.43542857143,0.0,23145.039999999994,63000.0,59600.0,134.5,70600.0,71000.0,42.2
2000,Madison,21395.97942857143,32138.83542857143,0.0,21845.74,64000.0,60700.0,133.1,67800.0,68000.0,40.8
2001,Madison,21143.786285714286,30998.690285714285,3.136000000000003,20636.06,61000.0,57900.0,144.5,66600.0,67000.0,41.9
2002,Madison,20926.0,30581.0,13.0,19516.0,65000.0,62500.0,150.4,62900.0,63000.0,47.5
2003,Madison,20742.620571428575,30885.764571428568,27.695999999999994,18485.56,65500.0,62500.0,134.7,64600.0,65000.0,27.8
2004,Madison,20593.648,31912.984000000004,47.224,17544.739999999998,66500.0,64000.0,175.6,61700.0,62000.0,49.5
2005,Madison,20446.95542857143,33516.48342857143,69.752,16693.54,68000.0,66000.0,154.9,61700.0,62000.0,49.9
2006,Madison,20109.78171428572,34819.213714285725,84.28800000000001,15931.960000000003,63000.0,61300.0,158.4,66500.0,67000.0,49.7
2007,Madison,19550.0,35675.0,89.0,15260.0,74500.0,72600.0,162.6,57800.0,57900.0,54.0
2008,Madison,18767.61028571429,36083.842285714294,83.888,14677.66,63500.0,62000.0,165.0,70500.0,71500.0,42.0
2009,Madison,17762.61257142857,36045.74057142857,68.95199999999998,14184.939999999999,75500.0,74500.0,167.7,67000.0,67500.0,49.5
2010,Madison,16597.448,35604.064,46.023999999999994,13778.939999999999,69500.0,68000.0,124.6,72500.0,73200.0,48.6
2011,Madison,15646.763428571428,35019.02742857143,26.09599999999999,13442.260000000002,75500.0,73600.0,145.1,69400.0,69900.0,46.5
2012,Madison,14973.0,34334.0,11.0,13172.0,72900.0,70300.0,101.4,72200.0,72500.0,36.7
2013,Madison,14576.157714285713,33548.981714285714,0.7359999999999982,12968.16,71300.0,69200.0,140.9,70500.0,70800.0,39.1
2014,Madison,14456.236571428573,32663.972571428574,0.0,12830.740000000002,70400.0,69000.0,171.4,69600.0,71200.0,46.5
2015,Madison,14613.23657142857,31678.972571428567,0.0,12759.739999999998,70500.0,68100.0,169.6,71800.0,72200.0,53.9
2016,Madison,15047.157714285715,30593.981714285717,0.0,12755.160000000002,75100.0,73800.0,185.5,71000.0,71200.0,57.1
2017,Madison,15758.0,29409.0,8.0,12817.0,67900.0,65500.0,173.1,74100.0,74600.0,52.5
2018,Madison,16745.76342857143,28124.027428571433,21.896,12945.26,70000.0,68500.0,167.8,67600.0,68700.0,50.9
