Year,County,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY
1997,Buena Vista,4472.0,296162.0,321.0,0.0,166100.0,162500.0,146.4,154700.0,155900.0,48.4
1998,Buena Vista,4438.5,287105.128,257.5,2743.5600000000086,168300.0,166000.0,154.6,150100.0,150600.0,48.8
1999,Buena Vista,4438.5,284370.192,257.5,6864.639999999999,160000.0,157500.0,165.1,156800.0,157000.0,46.0
2000,Buena Vista,4438.5,287957.19200000004,257.5,10593.073333333337,164000.0,160400.0,135.7,152700.0,153000.0,38.4
2001,Buena Vista,4438.5,297866.128,257.5,13928.860000000002,159000.0,155800.0,144.4,157200.0,158000.0,46.5
2002,Buena Vista,4405.0,314097.0,194.0,16872.0,160000.0,157000.0,159.2,148100.0,149000.0,51.5
2003,Buena Vista,4438.5,336649.8080000001,257.5,19422.493333333332,163000.0,160000.0,160.0,151400.0,153000.0,31.7
2004,Buena Vista,4438.5,365524.552,257.5,21580.339999999997,169000.0,166000.0,192.5,143300.0,144000.0,49.4
2005,Buena Vista,4438.5,398930.856,257.5,23345.54,174000.0,171000.0,185.3,141900.0,142500.0,51.7
2006,Buena Vista,4438.5,426126.4640000001,257.5,24718.093333333334,171000.0,168500.0,143.3,142500.0,143000.0,47.8
2007,Buena Vista,4438.5,445321.0,257.5,25698.0,186000.0,183500.0,163.0,127800.0,128000.0,52.6
2008,Buena Vista,4438.5,456514.4640000001,257.5,26285.260000000002,169000.0,165000.0,179.0,142600.0,143000.0,50.5
2009,Buena Vista,4438.5,459706.856,257.5,26479.87333333333,173000.0,171500.0,190.7,139600.0,140000.0,53.5
2010,Buena Vista,4438.5,455569.9520000001,257.5,26311.446666666667,165000.0,163500.0,178.3,145000.0,145500.0,50.4
2011,Buena Vista,4438.5,448134.40800000005,257.5,25957.62,174000.0,171900.0,180.2,134000.0,135000.0,49.3
2012,Buena Vista,4438.5,438072.0,257.5,25448.0,176000.0,172500.0,148.2,132600.0,133000.0,42.8
2013,Buena Vista,4438.5,425382.728,257.5,24782.58666666667,177000.0,172200.0,160.5,131500.0,132000.0,44.9
2014,Buena Vista,4438.5,410066.59200000006,257.5,23961.380000000005,172500.0,170300.0,172.1,137800.0,139000.0,49.1
2015,Buena Vista,4438.5,392123.59199999995,257.5,22984.379999999997,166000.0,159800.0,202.7,146400.0,147000.0,59.6
2016,Buena Vista,4438.5,371553.728,257.5,21851.58666666667,170000.0,167600.0,201.1,138400.0,139000.0,60.2
2017,Buena Vista,4438.5,348357.0,257.5,20563.0,166500.0,163600.0,187.9,142700.0,143500.0,56.5
2018,Buena Vista,4438.5,322533.40800000005,257.5,19118.62,164000.0,161400.0,193.1,142300.0,144000.0,55.5
2019,Buena Vista,4438.5,294082.952,257.5,17518.446666666663,170500.0,167900.0,190.8,135800.0,137000.0,53.5
1997,Cherokee,11083.0,219006.0,813.0,0.0,138300.0,132900.0,139.6,130000.0,131000.0,49.2
1998,Cherokee,11395.373333333333,218379.1005714286,697.72,522.6400000000085,138400.0,135200.0,161.6,131500.0,131800.0,51.0
1999,Cherokee,11662.759999999998,218470.95085714283,623.6799999999998,14892.759999999984,143000.0,138300.0,170.7,135900.0,136000.0,46.5
2000,Cherokee,11885.16,219281.55085714287,590.8800000000001,27405.52666666667,144000.0,138000.0,119.9,135800.0,136000.0,40.5
2001,Cherokee,12062.573333333332,220810.90057142853,599.3199999999999,38060.94,139000.0,133500.0,150.0,140300.0,141000.0,47.9
2002,Cherokee,12195.0,223059.0,649.0,46859.0,140000.0,134000.0,161.9,134600.0,135000.0,56.9
2003,Cherokee,12282.439999999999,226025.84914285716,739.9200000000001,53799.706666666665,141000.0,135000.0,165.2,136000.0,137000.0,40.1
2004,Cherokee,12324.893333333332,229711.44800000003,872.0799999999999,58883.05999999999,147000.0,141000.0,187.1,133000.0,133500.0,54.1
2005,Cherokee,12328.946666666665,234159.3668571429,1031.96,62109.06,148000.0,142000.0,185.5,132400.0,133000.0,58.1
2006,Cherokee,12334.12,239631.0274285715,1138.44,63477.706666666665,146500.0,142700.0,144.4,133000.0,133500.0,53.9
2007,Cherokee,12347.0,246170.0,1178.0,62989.0,154500.0,149000.0,166.5,126400.0,126500.0,55.0
2008,Cherokee,12367.586666666668,253776.28457142867,1150.64,60642.94,146500.0,139000.0,196.0,135100.0,135500.0,55.0
2009,Cherokee,12395.880000000001,262449.88114285714,1056.3600000000001,56439.52666666666,153000.0,148500.0,201.9,135600.0,136000.0,55.5
2010,Cherokee,12431.88,271696.44800000003,895.1599999999999,50801.19333333333,150500.0,147500.0,186.9,142500.0,143500.0,55.7
2011,Cherokee,12475.586666666668,278549.93485714286,667.04,46262.54000000001,157000.0,150800.0,176.7,132400.0,134000.0,52.8
2012,Cherokee,12527.0,282516.0,372.0,43246.0,157500.0,153400.0,158.7,133600.0,134000.0,51.3
2013,Cherokee,12586.12,283594.6434285714,10.039999999999964,41751.573333333334,157000.0,144900.0,185.1,131400.0,132000.0,53.7
2014,Cherokee,12652.946666666667,281785.86514285713,0.0,41779.26000000001,153500.0,150600.0,183.6,132600.0,135000.0,55.8
2015,Cherokee,12727.479999999996,277089.6651428571,0.0,43329.06,150500.0,147000.0,209.6,134700.0,135500.0,62.7
2016,Cherokee,12809.719999999994,269506.0434285714,0.0,46400.973333333335,152000.0,149400.0,219.7,130500.0,131000.0,69.6
2017,Cherokee,12899.666666666668,259035.0,0.0,50995.0,146500.0,139100.0,203.7,134700.0,135500.0,62.4
2018,Cherokee,12997.319999999992,245676.5348571429,0.0,57111.14,148000.0,142800.0,213.3,132900.0,134500.0,64.3
2019,Cherokee,13102.679999999986,229430.64800000004,0.0,64749.39333333333,153000.0,150400.0,208.9,128100.0,129000.0,58.8
1997,Clay,9953.0,106955.0,6.0,0.0,123900.0,121500.0,138.1,141000.0,142100.0,46.1
1998,Clay,9312.039999999999,129662.25142857146,6.0,0.0,128300.0,125600.0,154.2,139400.0,139700.0,50.0
1999,Clay,8713.159999999998,149773.57714285713,6.0,0.0,140000.0,136500.0,160.8,146800.0,147000.0,48.2
2000,Clay,8156.36,167288.97714285713,6.0,3054.206666666663,147000.0,143400.0,153.1,141800.0,142000.0,49.0
2001,Clay,7641.640000000001,182208.45142857142,6.0,8581.46,142000.0,138600.0,136.7,151200.0,152000.0,43.2
2002,Clay,7169.0,194532.0,6.0,13402.0,149500.0,145500.0,143.6,131800.0,136000.0,42.3
2003,Clay,6738.4400000000005,204259.62285714288,6.0,17515.82666666667,147000.0,143000.0,160.1,141300.0,142000.0,34.2
2004,Clay,6349.959999999999,211391.32,6.0,20922.94,156000.0,152000.0,183.4,132300.0,133000.0,47.3
2005,Clay,6003.560000000002,215850.4171428572,6.0,23623.340000000007,157000.0,153000.0,183.1,133900.0,134500.0,50.0
2006,Clay,5699.240000000001,217176.86857142864,6.0,25617.026666666672,157000.0,153200.0,159.6,132600.0,133000.0,49.4
2007,Clay,5437.0,215294.0,6.0,26904.0,169000.0,164500.0,163.6,118700.0,119000.0,50.4
2008,Clay,5216.839999999999,210201.8114285715,6.0,27484.260000000006,155500.0,151000.0,175.0,134300.0,135000.0,48.0
2009,Clay,5038.76,201900.3028571429,6.0,27357.806666666664,161000.0,160000.0,184.2,129600.0,130000.0,50.5
2010,Clay,4902.76,191344.2,6.0,26628.153333333332,159000.0,156000.0,177.6,130000.0,130500.0,52.7
2011,Clay,4808.840000000001,184261.85714285716,6.0,25916.38,165500.0,152500.0,185.4,125200.0,126000.0,51.9
2012,Clay,4757.0,181608.0,6.0,25326.0,165000.0,158900.0,170.1,125100.0,125500.0,50.1
2013,Clay,4747.240000000001,183382.6285714286,6.0,24857.01333333333,165500.0,150400.0,167.2,118600.0,119500.0,44.4
2014,Clay,4779.56,189585.74285714288,6.0,24509.42,160500.0,155700.0,166.3,126500.0,127500.0,47.8
2015,Clay,4853.96,200217.34285714282,6.0,24283.219999999994,155500.0,147400.0,202.8,130000.0,130500.0,60.7
2016,Clay,4970.44,215277.42857142858,6.0,24178.413333333334,157000.0,146100.0,202.0,125500.0,126000.0,61.9
2017,Clay,5129.0,234766.0,6.0,24195.0,151000.0,148400.0,197.3,127300.0,128000.0,57.6
2018,Clay,5329.640000000001,258683.05714285714,6.0,24332.980000000003,145500.0,141900.0,158.5,127200.0,128500.0,52.6
2019,Clay,5572.360000000002,287028.60000000003,6.0,24592.353333333336,151000.0,136600.0,185.5,113500.0,115000.0,50.9
1997,Dickinson,4134.0,45433.0,616.0,11867.666666666679,83900.0,80600.0,128.8,83800.0,84500.0,41.0
1998,Dickinson,4061.64,41914.39657142858,394.56,14371.720000000001,86300.0,84200.0,152.0,89400.0,90100.0,50.3
1999,Dickinson,3972.7599999999998,39085.29485714286,241.24,16568.08,87000.0,84800.0,150.7,87900.0,88000.0,43.6
2000,Dickinson,3867.36,36945.69485714286,156.04000000000002,18456.746666666666,89000.0,86100.0,150.9,85900.0,86000.0,45.5
2001,Dickinson,3745.4400000000005,35495.59657142857,138.96,20037.72,87000.0,84500.0,129.7,93100.0,95000.0,40.2
2002,Dickinson,3607.0,34735.0,190.0,21311.0,90500.0,86500.0,144.5,81700.0,82000.0,45.9
2003,Dickinson,3452.0400000000004,34663.90514285714,309.1600000000001,22276.586666666666,89000.0,85000.0,160.6,86700.0,87000.0,34.9
2004,Dickinson,3280.5600000000004,35282.312000000005,496.44,22934.479999999996,93000.0,90000.0,188.8,82700.0,83000.0,44.4
2005,Dickinson,3092.56,36452.75885714286,751.8399999999999,23284.68,93000.0,90000.0,170.4,82100.0,82500.0,49.2
2006,Dickinson,2888.04,37350.47542857144,1075.36,23327.186666666665,91000.0,89500.0,159.0,82200.0,82500.0,48.1
2007,Dickinson,2667.0,37838.0,1467.0,23062.0,97500.0,95700.0,165.8,74800.0,75000.0,51.0
2008,Dickinson,2429.4400000000005,37915.332571428575,1926.7600000000002,22489.12,89000.0,87500.0,168.0,82300.0,82500.0,44.0
2009,Dickinson,2175.3600000000006,37582.47314285714,2454.6400000000003,21608.546666666665,94000.0,93000.0,185.3,82500.0,83000.0,49.5
2010,Dickinson,1904.7599999999993,37203.152,3050.6400000000003,20483.933333333334,92500.0,91000.0,181.0,86500.0,87000.0,50.2
2011,Dickinson,1617.6399999999999,38959.750857142855,3714.76,19497.2,99000.0,97300.0,169.3,78600.0,79200.0,48.1
2012,Dickinson,1314.0,43216.0,4447.0,18712.0,97500.0,95400.0,160.9,80100.0,80300.0,48.2
2013,Dickinson,993.8400000000001,49971.89942857143,5247.360000000001,18128.333333333336,99000.0,93000.0,162.4,73400.0,73700.0,44.7
2014,Dickinson,657.159999999999,59227.449142857135,6115.84,17746.200000000004,94500.0,92300.0,157.9,79600.0,80100.0,44.0
2015,Dickinson,303.96000000000095,70982.64914285713,7052.44,17565.6,93500.0,91700.0,194.5,79000.0,79300.0,56.4
2016,Dickinson,0.0,85237.49942857143,8057.16,17586.533333333336,92000.0,89000.0,188.0,79500.0,79800.0,56.1
2017,Dickinson,0.0,101992.0,9130.0,17809.0,91000.0,89800.0,196.2,80000.0,80400.0,57.7
2018,Dickinson,0.0,121246.15085714286,10270.960000000001,18233.0,90000.0,86800.0,160.4,85000.0,86200.0,49.8
2019,Dickinson,0.0,142999.952,11480.04,18858.533333333333,94000.0,91700.0,170.0,75100.0,75600.0,51.3
1997,Emmet,3510.999999999999,120584.0,5.0,0.0,101100.0,98900.0,144.9,102000.0,102800.0,43.4
1998,Emmet,3649.9733333333334,130261.38742857144,5.0,0.0,107400.0,106200.0,154.7,101700.0,102000.0,48.1
1999,Emmet,3785.959999999999,138520.48114285714,5.0,0.0,113000.0,111500.0,148.6,104900.0,105000.0,40.2
2000,Emmet,3918.96,145361.28114285713,5.0,0.0,117000.0,114800.0,156.4,102700.0,103000.0,43.0
2001,Emmet,4048.9733333333334,150783.78742857144,5.0,7224.100000000003,111000.0,108800.0,131.1,111900.0,114000.0,39.6
2002,Emmet,4176.0,154788.0,5.0,16752.0,117000.0,114500.0,153.7,97800.0,98000.0,45.5
2003,Emmet,4300.04,157373.91885714285,5.0,24395.266666666666,117000.0,114500.0,165.9,99600.0,100000.0,35.2
2004,Emmet,4421.093333333333,158541.544,5.0,30153.899999999998,123000.0,121000.0,181.8,95200.0,96000.0,43.9
2005,Emmet,4539.16,158699.44914285713,5.0,34027.9,118000.0,116000.0,182.7,101100.0,101500.0,50.1
2006,Emmet,4654.24,160299.07657142857,5.0,36017.26666666667,123000.0,121900.0,165.9,94300.0,94500.0,49.6
2007,Emmet,4766.333333333334,163749.0,5.0,36122.0,133500.0,132100.0,175.7,84900.0,85000.0,52.7
2008,Emmet,4875.4400000000005,169049.21942857144,5.0,34342.100000000006,122000.0,119500.0,168.0,95800.0,96000.0,45.0
2009,Emmet,4981.5599999999995,176199.73485714284,5.0,30677.566666666666,115000.0,114000.0,190.1,94300.0,95000.0,50.5
2010,Emmet,5084.693333333334,184516.504,5.0,25468.753333333334,116000.0,114500.0,183.1,91000.0,91500.0,51.0
2011,Emmet,5184.84,189895.27314285716,5.0,20757.780000000002,119500.0,118100.0,169.6,86100.0,86700.0,49.7
2012,Emmet,5282.0,191652.0,5.0,16885.0,119000.0,117600.0,166.6,88700.0,89000.0,46.5
2013,Emmet,5376.173333333332,189786.68457142857,5.0,13850.413333333336,121000.0,119400.0,166.4,82300.0,82800.0,40.9
2014,Emmet,5467.360000000001,184299.32685714285,5.0,11654.020000000002,120500.0,119000.0,165.0,88400.0,88900.0,42.3
2015,Emmet,5555.56,175189.92685714285,5.0,10295.82,122500.0,120300.0,203.3,88800.0,89200.0,58.1
2016,Emmet,5640.773333333333,162458.4845714286,5.0,9775.813333333335,124500.0,122200.0,198.5,85800.0,86200.0,58.5
2017,Emmet,5723.0,146105.0,5.0,10094.0,119500.0,118300.0,210.1,90000.0,90600.0,58.9
2018,Emmet,5802.24,126129.47314285717,5.0,11250.380000000001,110500.0,108400.0,155.8,88000.0,90300.0,46.7
2019,Emmet,5878.493333333334,102531.90399999998,5.0,13244.953333333333,113250.0,111050.0,170.95,86200.0,87700.0,51.35
1997,Lyon,9879.0,324434.0,4324.0,5910.999999999993,153600.0,145400.0,132.3,138400.0,139500.0,46.1
1998,Lyon,9925.198857142857,342498.4731428572,4002.4525714285724,20996.199999999983,159600.0,152600.0,151.5,135400.0,135700.0,49.9
1999,Lyon,9996.898285714287,361888.30971428566,3947.6788571428574,35265.39999999997,155000.0,148100.0,163.4,142900.0,143000.0,48.9
2000,Lyon,10094.098285714288,382603.5097142857,4159.678857142858,48718.6,158000.0,150200.0,154.1,140800.0,141000.0,49.7
2001,Lyon,10216.798857142858,404644.0731428571,4638.452571428572,61355.8,156000.0,148100.0,151.3,142300.0,143000.0,46.7
2002,Lyon,10365.0,428010.0,5384.0,73177.0,156000.0,144500.0,152.9,138700.0,139000.0,48.1
2003,Lyon,10538.701714285717,452701.29028571426,6396.321142857143,84182.2,159000.0,144000.0,158.3,138400.0,139000.0,37.9
2004,Lyon,10737.904000000002,478717.944,7675.416,94371.4,160000.0,149000.0,185.9,138000.0,138500.0,50.5
2005,Lyon,10984.266285714286,505912.9577142857,9134.390857142856,103744.6,164000.0,153000.0,185.2,133900.0,134500.0,55.1
2006,Lyon,11407.745142857146,533404.3108571429,10251.883428571431,112301.8,165500.0,149000.0,163.9,133500.0,134000.0,54.9
2007,Lyon,12030.0,561045.0,10941.0,120043.0,182000.0,161500.0,163.7,119900.0,120000.0,55.3
2008,Lyon,12851.03085714286,588835.0251428572,11201.740571428574,126968.20000000001,173000.0,163500.0,190.0,130000.0,130500.0,50.5
2009,Lyon,13870.837714285717,616774.3862857143,11034.105142857143,133077.4,183000.0,172000.0,192.8,125700.0,126000.0,53.5
2010,Lyon,15020.544,645872.744,10510.096,138440.28,175500.0,169500.0,195.2,131500.0,132000.0,54.7
2011,Lyon,15886.89028571429,682188.0617142858,10061.726857142856,143474.92,188500.0,180400.0,185.4,120800.0,121500.0,53.5
2012,Lyon,16401.0,726730.0,9761.0,148251.0,185000.0,170700.0,161.6,123600.0,124000.0,51.8
2013,Lyon,16562.87314285714,779498.5588571428,9607.915428571428,152768.52000000002,192500.0,172800.0,190.5,115600.0,116000.0,57.9
2014,Lyon,16372.509714285716,840493.7382857143,9602.473142857143,157027.48,183000.0,164400.0,172.9,122900.0,123500.0,53.7
2015,Lyon,15829.909714285714,909715.5382857142,9744.673142857142,161027.87999999998,182000.0,156400.0,196.0,123500.0,124000.0,61.1
2016,Lyon,14935.073142857145,987163.958857143,10034.51542857143,164769.72,184000.0,172100.0,206.9,121500.0,122000.0,66.1
2017,Lyon,13688.0,1072839.0,10472.0,168253.0,181000.0,172200.0,218.9,122800.0,123500.0,63.8
2018,Lyon,12088.690285714287,1166740.6617142858,11057.126857142857,171477.72,184500.0,164200.0,193.0,123100.0,124500.0,60.6
2019,Lyon,10137.143999999998,1268868.9440000001,11789.896,174443.88,189000.0,164200.0,186.6,110600.0,111500.0,54.8
1997,O Brien,6411.0,281194.0,779.0,0.0,159900.0,156800.0,140.9,157200.0,158800.0,48.1
1998,O Brien,6139.118857142857,287781.76342857146,785.3485714285714,0.0,166300.0,164700.0,158.6,153100.0,153500.0,50.7
1999,O Brien,5927.778285714286,297951.7451428572,759.4228571428571,3841.5999999999904,158000.0,156300.0,170.0,155900.0,156000.0,52.3
2000,O Brien,5776.978285714286,311703.94514285715,701.2228571428572,16871.60000000001,160000.0,157400.0,151.4,152600.0,153000.0,49.7
2001,O Brien,5686.718857142858,329038.36342857144,610.7485714285714,28406.400000000005,152000.0,149200.0,151.6,161100.0,162000.0,49.5
2002,O Brien,5657.0,349955.0,488.0,38446.0,154000.0,149000.0,151.7,152400.0,153000.0,48.4
2003,O Brien,5687.821714285716,374453.8548571429,332.97714285714295,46990.4,157500.0,151500.0,169.0,158400.0,159000.0,40.6
2004,O Brien,5779.184000000001,402534.928,145.68000000000006,54039.59999999999,161000.0,157000.0,182.3,148000.0,149000.0,48.6
2005,O Brien,5909.106285714285,432954.6011428571,0.0,59593.600000000006,163000.0,158500.0,185.0,147900.0,148500.0,57.0
2006,O Brien,5945.705142857144,458251.1645714286,205.9314285714286,63652.399999999994,164500.0,163200.0,166.0,146200.0,146500.0,57.4
2007,O Brien,5867.0,477181.0,867.0,66216.0,172500.0,170500.0,167.7,138400.0,138500.0,54.8
2008,O Brien,5672.990857142858,489744.10742857144,1968.3885714285718,67284.40000000001,165000.0,156500.0,195.0,145000.0,145500.0,53.5
2009,O Brien,5363.6777142857145,495940.48685714277,3510.0971428571434,66857.6,167500.0,164000.0,198.0,146100.0,146500.0,53.0
2010,O Brien,4976.064,496605.888,5390.199999999999,65121.719999999994,166500.0,158000.0,190.7,148000.0,148500.0,52.9
2011,O Brien,4732.1702857142855,496754.8091428571,6997.142857142857,63193.48000000001,174000.0,165900.0,185.1,138600.0,139500.0,55.4
2012,O Brien,4669.0,497223.0,8229.0,61259.0,172500.0,166200.0,159.8,138100.0,138500.0,50.5
2013,O Brien,4786.553142857143,498010.4605714285,9085.771428571428,59318.28,176500.0,165500.0,195.3,131600.0,132000.0,57.3
2014,O Brien,5084.8297142857145,499117.1908571428,9567.457142857143,57371.32000000001,169000.0,162500.0,180.3,137300.0,138000.0,55.7
2015,O Brien,5563.829714285714,500543.1908571428,9674.057142857142,55418.119999999995,171500.0,153700.0,205.2,137200.0,138000.0,62.6
2016,O Brien,6223.553142857144,502288.4605714286,9405.571428571428,53458.68000000001,173000.0,166200.0,210.7,139500.0,140000.0,63.9
2017,O Brien,7064.0,504353.0,8762.0,51493.0,170000.0,164100.0,213.8,139700.0,140500.0,62.3
2018,O Brien,8085.170285714287,506736.8091428572,7743.342857142858,49521.08,167000.0,155700.0,201.6,143300.0,145000.0,59.9
2019,O Brien,9287.064,509439.8880000001,6349.6,47542.92,178000.0,146100.0,204.9,131100.0,132000.0,56.0
1997,Osceola,2332.0,215884.0,1418.0,14533.166666666666,110100.0,106000.0,128.7,111000.0,111900.0,43.1
1998,Osceola,2669.7885714285717,200580.00914285716,1541.256,16150.51999999999,111500.0,109600.0,148.9,107700.0,108000.0,49.5
1999,Osceola,2932.182857142857,196147.4137142857,1784.5839999999998,17754.279999999988,112000.0,110200.0,167.0,112900.0,113000.0,49.4
2000,Osceola,3119.1828571428573,202586.2137142857,2147.984,19344.44666666667,115000.0,112000.0,154.1,110800.0,111000.0,46.2
2001,Osceola,3230.7885714285712,219896.40914285713,2631.456,20921.020000000004,109000.0,106100.0,127.2,122000.0,123000.0,42.4
2002,Osceola,3267.0,248078.0,3235.0,22484.0,114000.0,109000.0,148.6,109300.0,110000.0,51.4
2003,Osceola,3227.817142857143,287130.98628571426,3958.616,24033.386666666673,113500.0,108500.0,155.8,112500.0,113000.0,34.2
2004,Osceola,3113.24,337055.36799999996,4802.304,25569.18,119000.0,115000.0,187.3,107700.0,108000.0,49.3
2005,Osceola,2945.6628571428573,393847.3097142857,5709.272000000001,27091.380000000005,116000.0,113000.0,185.8,109000.0,109500.0,53.2
2006,Osceola,2859.451428571429,433483.7988571429,6338.768000000002,28599.98666666667,118000.0,116100.0,165.4,107300.0,107500.0,51.5
2007,Osceola,2877.0,451961.0,6634.0,30095.0,134000.0,130500.0,171.4,96400.0,96500.0,54.7
2008,Osceola,2998.3085714285717,449278.9131428572,6594.968000000002,31576.420000000006,124500.0,122000.0,175.0,105600.0,106000.0,48.0
2009,Osceola,3223.377142857143,425437.5382857143,6221.6720000000005,33044.246666666666,119500.0,117000.0,193.6,103100.0,103500.0,50.5
2010,Osceola,3531.1200000000003,384756.08799999993,5578.624000000001,34468.31333333333,118500.0,113000.0,192.7,103500.0,104500.0,52.7
2011,Osceola,3795.0228571428574,353149.8377142857,5052.896000000001,35667.62,124500.0,114900.0,184.4,96100.0,96600.0,51.6
2012,Osceola,3994.0,334938.0,4709.0,36612.0,125000.0,119400.0,169.6,95400.0,95700.0,50.4
2013,Osceola,4128.051428571429,330120.57485714287,4546.936,37301.45333333334,133500.0,121800.0,182.0,97600.0,98000.0,49.0
2014,Osceola,4197.177142857143,338697.5622857143,4566.704,37735.98,131500.0,123900.0,175.4,99000.0,99500.0,52.2
2015,Osceola,4201.377142857143,360668.9622857143,4768.304,37915.579999999994,126500.0,122000.0,204.7,103000.0,103500.0,59.8
2016,Osceola,4140.651428571428,396034.7748571429,5151.736000000001,37840.253333333334,125000.0,121800.0,203.7,101100.0,101500.0,56.1
2017,Osceola,4015.0,444795.0,5717.0,37510.0,127000.0,123900.0,211.6,100700.0,101500.0,59.7
2018,Osceola,3824.4228571428575,506949.6377142857,6464.0960000000005,36924.82,116000.0,112300.0,180.2,102900.0,104500.0,57.2
2019,Osceola,3568.92,582498.688,7393.024000000001,36084.71333333333,121000.0,117300.0,182.5,90200.0,91000.0,50.5
1997,Palo Alto,3118.0,198715.0,260.0,25614.333333333336,152500.0,149800.0,144.0,144400.0,145900.0,44.8
1998,Palo Alto,3125.250285714286,233696.70742857142,291.0891428571428,22414.879999999997,164600.0,160700.0,136.1,145000.0,145600.0,46.7
1999,Palo Alto,3125.075428571429,269167.5611428571,314.93371428571425,19712.92,155000.0,150000.0,157.6,146800.0,147000.0,44.8
2000,Palo Alto,3117.475428571429,305127.5611428572,331.5337142857142,17508.453333333335,159000.0,153700.0,154.2,142800.0,143000.0,45.6
2001,Palo Alto,3102.4502857142857,341576.7074285714,340.8891428571428,15801.480000000001,151000.0,145900.0,145.3,147000.0,148000.0,40.6
2002,Palo Alto,3080.0,378515.0,343.0,14592.0,154000.0,149500.0,158.5,136200.0,138000.0,43.1
2003,Palo Alto,3050.1245714285715,415942.4388571429,337.8662857142857,13880.013333333334,161000.0,155500.0,165.6,139400.0,140000.0,33.4
2004,Palo Alto,3012.8240000000005,453859.02400000003,325.488,13665.519999999999,164500.0,160000.0,182.9,130500.0,131000.0,44.3
2005,Palo Alto,2975.883428571429,490582.4491428571,306.8297142857143,13948.52,168000.0,163000.0,186.5,123500.0,124000.0,52.4
2006,Palo Alto,2986.013714285715,516018.8765714287,287.67885714285717,14729.013333333332,167500.0,164700.0,163.0,122100.0,122500.0,50.7
2007,Palo Alto,3051.0,528486.0,269.0,16007.0,188000.0,184500.0,170.8,102400.0,102500.0,50.8
2008,Palo Alto,3170.842285714287,527983.8194285715,250.7931428571429,17782.48,177000.0,172000.0,176.0,114600.0,115000.0,48.5
2009,Palo Alto,3345.5405714285716,514512.3348571429,233.05828571428574,20055.45333333333,183000.0,181000.0,188.1,119700.0,120000.0,50.0
2010,Palo Alto,3557.1040000000003,490789.704,216.36800000000005,22670.466666666664,182000.0,179000.0,174.0,123500.0,124500.0,48.6
2011,Palo Alto,3697.587428571429,473124.87314285716,204.15771428571432,24694.800000000003,185000.0,180500.0,174.6,114800.0,116000.0,50.4
2012,Palo Alto,3749.0,464236.0,197.0,25973.0,185500.0,179700.0,170.6,117100.0,117500.0,49.1
2013,Palo Alto,3711.3417142857143,464123.0845714286,194.89485714285718,26505.066666666666,175500.0,172500.0,168.8,105000.0,106000.0,40.1
2014,Palo Alto,3584.6125714285713,472786.1268571429,197.84228571428574,26291.0,190500.0,187400.0,164.6,106100.0,108000.0,45.7
2015,Palo Alto,3368.8125714285716,490225.1268571429,205.8422857142857,25330.799999999996,179000.0,173100.0,197.5,116500.0,117000.0,59.5
2016,Palo Alto,3063.9417142857146,516440.0845714286,218.89485714285718,23624.466666666667,182000.0,179100.0,196.0,104600.0,105000.0,59.7
2017,Palo Alto,2670.0,551431.0,237.0,21172.0,174000.0,169800.0,195.4,110900.0,111500.0,57.8
2018,Palo Alto,2186.9874285714286,595197.8731428571,260.1577142857143,17973.4,166500.0,159400.0,157.9,114200.0,118000.0,48.8
2019,Palo Alto,1614.9039999999995,647740.7039999999,288.36800000000005,14028.666666666668,163000.0,158300.0,198.3,107200.0,108000.0,55.6
1997,Plymouth,18275.0,458590.0,2173.0,0.0,217600.0,210900.0,128.1,185800.0,187200.0,45.8
1998,Plymouth,17831.68,469171.5097142858,2469.12,0.0,219300.0,213400.0,159.9,189800.0,190200.0,48.8
1999,Plymouth,17423.32,485623.3645714286,2747.6800000000003,0.0,223000.0,218600.0,163.6,195900.0,196000.0,46.1
2000,Plymouth,17049.92,507945.5645714287,3008.6800000000003,1841.4066666666743,218000.0,212600.0,119.9,199700.0,200000.0,38.4
2001,Plymouth,16711.480000000003,536138.1097142857,3252.1200000000003,26000.860000000004,213000.0,207100.0,138.8,198900.0,200000.0,43.6
2002,Plymouth,16408.0,570201.0,3478.0,46500.0,213000.0,205500.0,163.5,195500.0,196000.0,48.1
2003,Plymouth,16139.480000000003,610134.2354285715,3686.3200000000006,63338.82666666667,224000.0,213000.0,158.7,201100.0,202000.0,37.8
2004,Plymouth,15905.920000000002,655937.8160000001,3877.0800000000004,76517.34,222000.0,214000.0,185.6,191400.0,192000.0,48.6
2005,Plymouth,15707.32,705081.6365714285,4050.2799999999997,86035.54000000001,225000.0,217500.0,171.8,189200.0,190000.0,50.4
2006,Plymouth,15543.68,742385.0662857144,4205.92,91893.42666666667,223500.0,218200.0,137.1,191000.0,191500.0,50.9
2007,Plymouth,15415.0,765318.0,4344.0,94091.0,239000.0,232400.0,150.8,175700.0,176000.0,49.4
2008,Plymouth,15321.28,773880.4377142858,4464.52,92628.26000000001,223500.0,217000.0,191.0,193600.0,194000.0,51.5
2009,Plymouth,15262.520000000004,768072.3794285713,4567.480000000001,87505.20666666667,235500.0,231500.0,201.1,187100.0,187500.0,55.5
2010,Plymouth,15238.719999999998,751094.136,4652.879999999999,79502.15333333334,228000.0,224000.0,184.7,194500.0,196000.0,55.7
2011,Plymouth,15249.880000000001,742147.5725714286,4720.720000000001,73300.98000000001,241000.0,236500.0,164.5,181500.0,183000.0,50.7
